Isolate,orthogroup,genes,ampo_positive,mhpa_positive
LTA6,OG0003630,LTA6-1.2_001920,FALSE,FALSE
LTA6,OG0003656,LTA6-1.2_000852,FALSE,FALSE
LTA6,OG0003657,LTA6-1.2_000853,FALSE,FALSE
LTA6,OG0003671,LTA6-1.2_001330,FALSE,FALSE
LTA6,OG0003672,LTA6-1.2_001328,FALSE,FALSE
LTA6,OG0003673,LTA6-1.2_001337,FALSE,FALSE
LTA6,OG0003687,LTA6-1.2_002956,FALSE,FALSE
LTA6,OG0003689,LTA6-1.2_003374,FALSE,FALSE
LTA6,OG0003697,LTA6-1.2_001146,FALSE,FALSE
LTA6,OG0003698,LTA6-1.2_001145,FALSE,FALSE
LTA6,OG0003699,LTA6-1.2_001148,FALSE,FALSE
LTA6,OG0003709,LTA6-1.2_002030,FALSE,FALSE
LTA6,OG0003711,LTA6-1.2_000020,FALSE,FALSE
LTA6,OG0003791,LTA6-1.2_001922,FALSE,FALSE
LTA6,OG0003836,LTA6-1.2_000448,FALSE,FALSE
LTA6,OG0003841,LTA6-1.2_001924,FALSE,FALSE
LTA6,OG0003859,LTA6-1.2_000978,FALSE,FALSE
LTA6,OG0003950,LTA6-1.2_000539,FALSE,FALSE
LTA6,OG0003998,LTA6-1.2_000979,FALSE,FALSE
LTA6,OG0004020,LTA6-1.2_003574,FALSE,FALSE
LTA6,OG0004149,LTA6-1.2_001909,FALSE,FALSE
LTA6,OG0004188,LTA6-1.2_000277,FALSE,FALSE
LTA6,OG0004189,LTA6-1.2_000308,FALSE,FALSE
LTA6,OG0004196,LTA6-1.2_001220,FALSE,FALSE
LTA6,OG0004197,LTA6-1.2_001221,FALSE,FALSE
LTA6,OG0004208,LTA6-1.2_002086,FALSE,FALSE
LTA6,OG0004215,LTA6-1.2_000184,FALSE,FALSE
LTA6,OG0004216,LTA6-1.2_000185,FALSE,FALSE
LTA6,OG0004243,LTA6-1.2_001332,FALSE,FALSE
LTA6,OG0004389,LTA6-1.2_001921,FALSE,FALSE
LTA6,OG0004446,LTA6-1.2_003459,FALSE,FALSE
LTA6,OG0004451,LTA6-1.2_000494,FALSE,FALSE
LTA6,OG0004454,LTA6-1.2_000209,FALSE,FALSE
LTA6,OG0004455,LTA6-1.2_003472,FALSE,FALSE
LTA6,OG0004458,LTA6-1.2_001057,FALSE,FALSE
LTA6,OG0004466,LTA6-1.2_000202,FALSE,FALSE
LTA6,OG0004471,LTA6-1.2_001564,FALSE,FALSE
LTA6,OG0004479,LTA6-1.2_002509,FALSE,FALSE
LTA6,OG0004483,LTA6-1.2_000806,FALSE,FALSE
LTA6,OG0004484,LTA6-1.2_001222,FALSE,FALSE
LTA6,OG0004489,LTA6-1.2_000566,FALSE,FALSE
LTA6,OG0004490,LTA6-1.2_000570,FALSE,FALSE
LTA6,OG0004694,LTA6-1.2_003598,FALSE,FALSE
LTA6,OG0004706,LTA6-1.2_001959,FALSE,FALSE
LTA6,OG0004707,LTA6-1.2_001963,FALSE,FALSE
LTA6,OG0004708,LTA6-1.2_001965,FALSE,FALSE
LWH10,OG0000100,LWH10-1.2_000180,FALSE,FALSE
LWH10,OG0000100,LWH10-1.2_003764,FALSE,FALSE
LWH10,OG0000108,LWH10-1.2_002666,FALSE,FALSE
LWH10,OG0000173,LWH10-1.2_002698,FALSE,FALSE
LWH10,OG0000173,LWH10-1.2_002705,FALSE,FALSE
LWH10,OG0000173,LWH10-1.2_002712,FALSE,FALSE
LWH10,OG0000197,LWH10-1.2_002750,FALSE,FALSE
LWH10,OG0000344,LWH10-1.2_000093,FALSE,FALSE
LWH10,OG0000344,LWH10-1.2_002720,FALSE,FALSE
LWH10,OG0000344,LWH10-1.2_002733,FALSE,FALSE
LWH10,OG0000359,LWH10-1.2_002770,FALSE,FALSE
LWH10,OG0000609,LWH10-1.2_000203,FALSE,FALSE
LWH10,OG0001122,LWH10-1.2_002531,FALSE,FALSE
LWH10,OG0001122,LWH10-1.2_002627,FALSE,FALSE
LWH10,OG0001624,LWH10-1.2_002206,FALSE,FALSE
LWH10,OG0001626,LWH10-1.2_002734,FALSE,FALSE
LWH10,OG0001681,LWH10-1.2_000150,FALSE,FALSE
LWH10,OG0001681,LWH10-1.2_000151,FALSE,FALSE
LWH10,OG0001681,LWH10-1.2_002756,FALSE,FALSE
LWH10,OG0001787,LWH10-1.2_002696,TRUE,FALSE
LWH10,OG0001787,LWH10-1.2_002714,TRUE,FALSE
LWH10,OG0001839,LWH10-1.2_000067,FALSE,FALSE
LWH10,OG0001860,LWH10-1.2_001180,FALSE,FALSE
LWH10,OG0001904,LWH10-1.2_001767,FALSE,FALSE
LWH10,OG0001923,LWH10-1.2_000197,FALSE,FALSE
LWH10,OG0001961,LWH10-1.2_001124,FALSE,FALSE
LWH10,OG0001981,LWH10-1.2_000095,FALSE,FALSE
LWH10,OG0001981,LWH10-1.2_002726,FALSE,FALSE
LWH10,OG0002028,LWH10-1.2_000094,FALSE,FALSE
LWH10,OG0002028,LWH10-1.2_002727,FALSE,FALSE
LWH10,OG0002086,LWH10-1.2_002699,FALSE,FALSE
LWH10,OG0002091,LWH10-1.2_003644,FALSE,FALSE
LWH10,OG0002112,LWH10-1.2_001870,FALSE,FALSE
LWH10,OG0002149,LWH10-1.2_002695,TRUE,FALSE
LWH10,OG0002149,LWH10-1.2_002711,TRUE,FALSE
LWH10,OG0002151,LWH10-1.2_003725,FALSE,FALSE
LWH10,OG0002152,LWH10-1.2_002835,FALSE,FALSE
LWH10,OG0002159,LWH10-1.2_000799,FALSE,FALSE
LWH10,OG0002173,LWH10-1.2_001791,FALSE,FALSE
LWH10,OG0002174,LWH10-1.2_001825,FALSE,FALSE
LWH10,OG0002176,LWH10-1.2_002262,FALSE,FALSE
LWH10,OG0002178,LWH10-1.2_001310,FALSE,FALSE
LWH10,OG0002181,LWH10-1.2_003166,FALSE,FALSE
LWH10,OG0002191,LWH10-1.2_002426,FALSE,FALSE
LWH10,OG0002191,LWH10-1.2_002618,FALSE,FALSE
LWH10,OG0002193,LWH10-1.2_000200,FALSE,FALSE
LWH10,OG0002194,LWH10-1.2_000065,FALSE,FALSE
LWH10,OG0002204,LWH10-1.2_000208,FALSE,FALSE
LWH10,OG0002234,LWH10-1.2_002680,FALSE,FALSE
LWH10,OG0002278,LWH10-1.2_000748,FALSE,FALSE
LWH10,OG0002286,LWH10-1.2_003275,FALSE,FALSE
LWH10,OG0002341,LWH10-1.2_003076,FALSE,FALSE
LWH10,OG0002342,LWH10-1.2_000091,FALSE,FALSE
LWH10,OG0002349,LWH10-1.2_002646,FALSE,FALSE
LWH10,OG0002361,LWH10-1.2_002632,FALSE,FALSE
LWH10,OG0002362,LWH10-1.2_002633,FALSE,FALSE
LWH10,OG0002374,LWH10-1.2_002715,FALSE,FALSE
LWH10,OG0002376,LWH10-1.2_000701,FALSE,FALSE
LWH10,OG0002376,LWH10-1.2_002296,FALSE,FALSE
LWH10,OG0002409,LWH10-1.2_001275,FALSE,FALSE
LWH10,OG0002434,LWH10-1.2_001313,FALSE,FALSE
LWH10,OG0002456,LWH10-1.2_001507,FALSE,FALSE
LWH10,OG0002485,LWH10-1.2_002737,FALSE,FALSE
LWH10,OG0002551,LWH10-1.2_002704,FALSE,FALSE
LWH10,OG0002559,LWH10-1.2_002731,FALSE,FALSE
LWH10,OG0002576,LWH10-1.2_000279,FALSE,FALSE
LWH10,OG0002577,LWH10-1.2_000280,FALSE,FALSE
LWH10,OG0002602,LWH10-1.2_001828,FALSE,FALSE
LWH10,OG0002638,LWH10-1.2_003276,FALSE,FALSE
LWH10,OG0002665,LWH10-1.2_000872,FALSE,FALSE
LWH10,OG0002678,LWH10-1.2_000930,FALSE,FALSE
LWH10,OG0002678,LWH10-1.2_002771,FALSE,FALSE
LWH10,OG0002689,LWH10-1.2_002174,FALSE,FALSE
LWH10,OG0002693,LWH10-1.2_003088,FALSE,FALSE
LWH10,OG0002704,LWH10-1.2_000755,FALSE,FALSE
LWH10,OG0002705,LWH10-1.2_000756,FALSE,FALSE
LWH10,OG0002750,LWH10-1.2_002407,FALSE,FALSE
LWH10,OG0002759,LWH10-1.2_003066,FALSE,FALSE
LWH10,OG0002801,LWH10-1.2_000061,FALSE,FALSE
LWH10,OG0002810,LWH10-1.2_002404,FALSE,FALSE
LWH10,OG0002811,LWH10-1.2_002700,FALSE,FALSE
LWH10,OG0002830,LWH10-1.2_001146,FALSE,FALSE
LWH10,OG0002831,LWH10-1.2_001147,FALSE,FALSE
LWH10,OG0002872,LWH10-1.2_000147,FALSE,FALSE
LWH10,OG0002872,LWH10-1.2_002757,FALSE,FALSE
LWH10,OG0002896,LWH10-1.2_002749,FALSE,FALSE
LWH10,OG0002915,LWH10-1.2_003053,FALSE,FALSE
LWH10,OG0002965,LWH10-1.2_001711,FALSE,FALSE
LWH10,OG0002971,LWH10-1.2_002693,TRUE,FALSE
LWH10,OG0002972,LWH10-1.2_002701,TRUE,FALSE
LWH10,OG0002973,LWH10-1.2_002702,TRUE,FALSE
LWH10,OG0002982,LWH10-1.2_000905,FALSE,FALSE
LWH10,OG0002982,LWH10-1.2_002413,FALSE,FALSE
LWH10,OG0003032,LWH10-1.2_001065,FALSE,FALSE
LWH10,OG0003089,LWH10-1.2_002730,FALSE,FALSE
LWH10,OG0003104,LWH10-1.2_003691,FALSE,FALSE
LWH10,OG0003117,LWH10-1.2_000902,FALSE,FALSE
LWH10,OG0003159,LWH10-1.2_003673,FALSE,FALSE
LWH10,OG0003161,LWH10-1.2_002751,FALSE,FALSE
LWH10,OG0003179,LWH10-1.2_002968,FALSE,FALSE
LWH10,OG0003182,LWH10-1.2_002719,FALSE,FALSE
LWH10,OG0003184,LWH10-1.2_002441,FALSE,FALSE
LWH10,OG0003211,LWH10-1.2_000901,FALSE,FALSE
LWH10,OG0003243,LWH10-1.2_003042,FALSE,FALSE
LWH10,OG0003273,LWH10-1.2_002759,FALSE,FALSE
LWH10,OG0003274,LWH10-1.2_002755,FALSE,FALSE
LWH10,OG0003275,LWH10-1.2_002754,FALSE,FALSE
LWH10,OG0003292,LWH10-1.2_003816,FALSE,FALSE
LWH10,OG0003293,LWH10-1.2_003815,FALSE,FALSE
LWH10,OG0003305,LWH10-1.2_003692,FALSE,FALSE
LWH10,OG0003305,LWH10-1.2_003714,FALSE,FALSE
LWH10,OG0003306,LWH10-1.2_003697,FALSE,FALSE
LWH10,OG0003307,LWH10-1.2_003698,FALSE,FALSE
LWH10,OG0003308,LWH10-1.2_003796,FALSE,FALSE
LWH10,OG0003312,LWH10-1.2_000757,FALSE,FALSE
LWH10,OG0003326,LWH10-1.2_000927,FALSE,FALSE
LWH10,OG0003395,LWH10-1.2_002729,FALSE,FALSE
LWH10,OG0003398,LWH10-1.2_002969,FALSE,FALSE
LWH10,OG0003399,LWH10-1.2_002440,FALSE,FALSE
LWH10,OG0003415,LWH10-1.2_001339,FALSE,FALSE
LWH10,OG0003417,LWH10-1.2_003083,FALSE,FALSE
LWH10,OG0003418,LWH10-1.2_003784,FALSE,FALSE
LWH10,OG0003504,LWH10-1.2_001093,FALSE,FALSE
LWH10,OG0003515,LWH10-1.2_003817,FALSE,FALSE
LWH10,OG0003516,LWH10-1.2_002721,FALSE,FALSE
LWH10,OG0003517,LWH10-1.2_002723,FALSE,FALSE
LWH10,OG0003518,LWH10-1.2_002732,FALSE,FALSE
LWH10,OG0003521,LWH10-1.2_003072,FALSE,FALSE
LWH10,OG0003656,LWH10-1.2_003077,FALSE,FALSE
LWH10,OG0003657,LWH10-1.2_003078,FALSE,FALSE
LWH10,OG0003671,LWH10-1.2_003685,FALSE,FALSE
LWH10,OG0003672,LWH10-1.2_003683,FALSE,FALSE
LWH10,OG0003673,LWH10-1.2_003702,FALSE,FALSE
LWH10,OG0003697,LWH10-1.2_003064,FALSE,FALSE
LWH10,OG0003698,LWH10-1.2_003062,FALSE,FALSE
LWH10,OG0003699,LWH10-1.2_003063,FALSE,FALSE
LWH10,OG0003859,LWH10-1.2_003452,FALSE,FALSE
LWH10,OG0003998,LWH10-1.2_002628,FALSE,FALSE
LWH10,OG0004013,LWH10-1.2_003330,FALSE,FALSE
LWH10,OG0004188,LWH10-1.2_002351,FALSE,FALSE
LWH10,OG0004196,LWH10-1.2_003322,FALSE,FALSE
LWH10,OG0004197,LWH10-1.2_003323,FALSE,FALSE
LWH10,OG0004208,LWH10-1.2_000246,FALSE,FALSE
LWH10,OG0004215,LWH10-1.2_001423,FALSE,FALSE
LWH10,OG0004216,LWH10-1.2_001424,FALSE,FALSE
LWH10,OG0004468,LWH10-1.2_003696,FALSE,FALSE
LWH10,OG0004509,LWH10-1.2_003626,FALSE,FALSE
LWH10,OG0004694,LWH10-1.2_002109,FALSE,FALSE
LWH11,OG0000100,LWH11-1.2_000618,FALSE,FALSE
LWH11,OG0000100,LWH11-1.2_001504,FALSE,FALSE
LWH11,OG0000100,LWH11-1.2_002657,FALSE,FALSE
LWH11,OG0000108,LWH11-1.2_000016,FALSE,FALSE
LWH11,OG0000108,LWH11-1.2_000096,FALSE,FALSE
LWH11,OG0000108,LWH11-1.2_002815,FALSE,FALSE
LWH11,OG0000173,LWH11-1.2_000154,FALSE,FALSE
LWH11,OG0000173,LWH11-1.2_000155,FALSE,FALSE
LWH11,OG0000173,LWH11-1.2_000162,FALSE,FALSE
LWH11,OG0000173,LWH11-1.2_000169,FALSE,FALSE
LWH11,OG0000197,LWH11-1.2_000207,FALSE,FALSE
LWH11,OG0000197,LWH11-1.2_001044,FALSE,FALSE
LWH11,OG0000197,LWH11-1.2_003710,FALSE,FALSE
LWH11,OG0000344,LWH11-1.2_000177,FALSE,FALSE
LWH11,OG0000344,LWH11-1.2_000190,FALSE,FALSE
LWH11,OG0000359,LWH11-1.2_000226,FALSE,FALSE
LWH11,OG0000359,LWH11-1.2_002467,FALSE,FALSE
LWH11,OG0000609,LWH11-1.2_001843,FALSE,FALSE
LWH11,OG0000609,LWH11-1.2_002539,FALSE,FALSE
LWH11,OG0001122,LWH11-1.2_000043,FALSE,FALSE
LWH11,OG0001122,LWH11-1.2_004091,FALSE,FALSE
LWH11,OG0001624,LWH11-1.2_001723,FALSE,FALSE
LWH11,OG0001624,LWH11-1.2_003790,FALSE,FALSE
LWH11,OG0001626,LWH11-1.2_000191,FALSE,FALSE
LWH11,OG0001626,LWH11-1.2_001240,FALSE,FALSE
LWH11,OG0001681,LWH11-1.2_000143,FALSE,FALSE
LWH11,OG0001681,LWH11-1.2_000213,FALSE,FALSE
LWH11,OG0001787,LWH11-1.2_000152,TRUE,FALSE
LWH11,OG0001787,LWH11-1.2_000171,TRUE,FALSE
LWH11,OG0001839,LWH11-1.2_001633,FALSE,FALSE
LWH11,OG0001860,LWH11-1.2_002735,FALSE,FALSE
LWH11,OG0001904,LWH11-1.2_003279,FALSE,FALSE
LWH11,OG0001923,LWH11-1.2_001830,FALSE,FALSE
LWH11,OG0001961,LWH11-1.2_004001,FALSE,FALSE
LWH11,OG0001981,LWH11-1.2_000183,FALSE,FALSE
LWH11,OG0002028,LWH11-1.2_000184,FALSE,FALSE
LWH11,OG0002086,LWH11-1.2_000156,FALSE,FALSE
LWH11,OG0002091,LWH11-1.2_001396,FALSE,FALSE
LWH11,OG0002112,LWH11-1.2_003459,FALSE,FALSE
LWH11,OG0002149,LWH11-1.2_000151,TRUE,FALSE
LWH11,OG0002149,LWH11-1.2_000168,TRUE,FALSE
LWH11,OG0002151,LWH11-1.2_000269,FALSE,FALSE
LWH11,OG0002152,LWH11-1.2_000340,FALSE,FALSE
LWH11,OG0002159,LWH11-1.2_002428,FALSE,FALSE
LWH11,OG0002173,LWH11-1.2_003301,FALSE,FALSE
LWH11,OG0002174,LWH11-1.2_003334,FALSE,FALSE
LWH11,OG0002176,LWH11-1.2_003832,FALSE,FALSE
LWH11,OG0002178,LWH11-1.2_002876,FALSE,FALSE
LWH11,OG0002181,LWH11-1.2_000790,FALSE,FALSE
LWH11,OG0002191,LWH11-1.2_000769,FALSE,FALSE
LWH11,OG0002191,LWH11-1.2_001453,FALSE,FALSE
LWH11,OG0002193,LWH11-1.2_001833,FALSE,FALSE
LWH11,OG0002194,LWH11-1.2_001631,FALSE,FALSE
LWH11,OG0002204,LWH11-1.2_001844,FALSE,FALSE
LWH11,OG0002234,LWH11-1.2_000103,FALSE,FALSE
LWH11,OG0002286,LWH11-1.2_000911,FALSE,FALSE
LWH11,OG0002341,LWH11-1.2_000590,FALSE,FALSE
LWH11,OG0002342,LWH11-1.2_000767,FALSE,FALSE
LWH11,OG0002344,LWH11-1.2_000129,FALSE,FALSE
LWH11,OG0002344,LWH11-1.2_001292,FALSE,FALSE
LWH11,OG0002361,LWH11-1.2_000078,FALSE,FALSE
LWH11,OG0002362,LWH11-1.2_000079,FALSE,FALSE
LWH11,OG0002374,LWH11-1.2_000172,FALSE,FALSE
LWH11,OG0002376,LWH11-1.2_000768,FALSE,FALSE
LWH11,OG0002376,LWH11-1.2_002326,FALSE,FALSE
LWH11,OG0002409,LWH11-1.2_003217,FALSE,FALSE
LWH11,OG0002434,LWH11-1.2_002879,FALSE,FALSE
LWH11,OG0002456,LWH11-1.2_003981,FALSE,FALSE
LWH11,OG0002485,LWH11-1.2_000194,FALSE,FALSE
LWH11,OG0002551,LWH11-1.2_000161,FALSE,FALSE
LWH11,OG0002559,LWH11-1.2_000188,FALSE,FALSE
LWH11,OG0002576,LWH11-1.2_001919,FALSE,FALSE
LWH11,OG0002577,LWH11-1.2_001920,FALSE,FALSE
LWH11,OG0002638,LWH11-1.2_000912,FALSE,FALSE
LWH11,OG0002665,LWH11-1.2_002487,FALSE,FALSE
LWH11,OG0002678,LWH11-1.2_000227,FALSE,FALSE
LWH11,OG0002689,LWH11-1.2_003770,FALSE,FALSE
LWH11,OG0002693,LWH11-1.2_000613,FALSE,FALSE
LWH11,OG0002704,LWH11-1.2_002381,FALSE,FALSE
LWH11,OG0002705,LWH11-1.2_002382,FALSE,FALSE
LWH11,OG0002750,LWH11-1.2_003990,FALSE,FALSE
LWH11,OG0002757,LWH11-1.2_000252,FALSE,FALSE
LWH11,OG0002759,LWH11-1.2_000578,FALSE,FALSE
LWH11,OG0002801,LWH11-1.2_001622,FALSE,FALSE
LWH11,OG0002801,LWH11-1.2_001814,FALSE,FALSE
LWH11,OG0002810,LWH11-1.2_003987,FALSE,FALSE
LWH11,OG0002811,LWH11-1.2_000157,FALSE,FALSE
LWH11,OG0002830,LWH11-1.2_002701,FALSE,FALSE
LWH11,OG0002831,LWH11-1.2_002702,FALSE,FALSE
LWH11,OG0002872,LWH11-1.2_000214,FALSE,FALSE
LWH11,OG0002896,LWH11-1.2_000206,FALSE,FALSE
LWH11,OG0002965,LWH11-1.2_003237,FALSE,FALSE
LWH11,OG0002971,LWH11-1.2_000149,TRUE,FALSE
LWH11,OG0002972,LWH11-1.2_000158,TRUE,FALSE
LWH11,OG0002973,LWH11-1.2_000159,TRUE,FALSE
LWH11,OG0002975,LWH11-1.2_000251,FALSE,FALSE
LWH11,OG0002982,LWH11-1.2_001039,FALSE,FALSE
LWH11,OG0003032,LWH11-1.2_002629,FALSE,FALSE
LWH11,OG0003089,LWH11-1.2_000187,FALSE,FALSE
LWH11,OG0003104,LWH11-1.2_001425,FALSE,FALSE
LWH11,OG0003159,LWH11-1.2_001412,FALSE,FALSE
LWH11,OG0003161,LWH11-1.2_000208,FALSE,FALSE
LWH11,OG0003179,LWH11-1.2_000028,FALSE,FALSE
LWH11,OG0003182,LWH11-1.2_000176,FALSE,FALSE
LWH11,OG0003184,LWH11-1.2_000598,FALSE,FALSE
LWH11,OG0003197,LWH11-1.2_002503,FALSE,FALSE
LWH11,OG0003273,LWH11-1.2_000216,FALSE,FALSE
LWH11,OG0003274,LWH11-1.2_000212,FALSE,FALSE
LWH11,OG0003275,LWH11-1.2_000211,FALSE,FALSE
LWH11,OG0003289,LWH11-1.2_003880,FALSE,FALSE
LWH11,OG0003303,LWH11-1.2_001288,FALSE,FALSE
LWH11,OG0003305,LWH11-1.2_001426,FALSE,FALSE
LWH11,OG0003305,LWH11-1.2_001440,FALSE,FALSE
LWH11,OG0003306,LWH11-1.2_001431,FALSE,FALSE
LWH11,OG0003307,LWH11-1.2_001432,FALSE,FALSE
LWH11,OG0003308,LWH11-1.2_001536,FALSE,FALSE
LWH11,OG0003312,LWH11-1.2_002383,FALSE,FALSE
LWH11,OG0003390,LWH11-1.2_003160,FALSE,FALSE
LWH11,OG0003394,LWH11-1.2_000067,FALSE,FALSE
LWH11,OG0003395,LWH11-1.2_000186,FALSE,FALSE
LWH11,OG0003398,LWH11-1.2_000478,FALSE,FALSE
LWH11,OG0003399,LWH11-1.2_000597,FALSE,FALSE
LWH11,OG0003411,LWH11-1.2_001781,FALSE,FALSE
LWH11,OG0003415,LWH11-1.2_002906,FALSE,FALSE
LWH11,OG0003488,LWH11-1.2_003539,FALSE,FALSE
LWH11,OG0003504,LWH11-1.2_002658,FALSE,FALSE
LWH11,OG0003510,LWH11-1.2_003879,FALSE,FALSE
LWH11,OG0003516,LWH11-1.2_000178,FALSE,FALSE
LWH11,OG0003517,LWH11-1.2_000180,FALSE,FALSE
LWH11,OG0003518,LWH11-1.2_000189,FALSE,FALSE
LWH11,OG0003521,LWH11-1.2_000586,FALSE,FALSE
LWH11,OG0003524,LWH11-1.2_001117,FALSE,FALSE
LWH11,OG0003538,LWH11-1.2_002120,FALSE,FALSE
LWH11,OG0003541,LWH11-1.2_002537,FALSE,FALSE
LWH11,OG0003656,LWH11-1.2_000591,FALSE,FALSE
LWH11,OG0003657,LWH11-1.2_000592,FALSE,FALSE
LWH11,OG0003671,LWH11-1.2_001414,FALSE,FALSE
LWH11,OG0003672,LWH11-1.2_001416,FALSE,FALSE
LWH11,OG0003673,LWH11-1.2_001435,FALSE,FALSE
LWH11,OG0003687,LWH11-1.2_002746,FALSE,FALSE
LWH11,OG0003689,LWH11-1.2_000985,FALSE,FALSE
LWH11,OG0003836,LWH11-1.2_000924,FALSE,FALSE
LWH11,OG0003840,LWH11-1.2_001132,FALSE,FALSE
LWH11,OG0003841,LWH11-1.2_001199,FALSE,FALSE
LWH11,OG0003998,LWH11-1.2_000044,FALSE,FALSE
LWH11,OG0004013,LWH11-1.2_000988,FALSE,FALSE
LWH11,OG0004020,LWH11-1.2_002153,FALSE,FALSE
LWH11,OG0004023,LWH11-1.2_002694,FALSE,FALSE
LWH11,OG0004188,LWH11-1.2_003912,FALSE,FALSE
LWH11,OG0004189,LWH11-1.2_003962,FALSE,FALSE
LWH11,OG0004196,LWH11-1.2_000990,FALSE,FALSE
LWH11,OG0004197,LWH11-1.2_000991,FALSE,FALSE
LWH11,OG0004202,LWH11-1.2_001134,FALSE,FALSE
LWH11,OG0004208,LWH11-1.2_001893,FALSE,FALSE
LWH11,OG0004211,LWH11-1.2_002691,FALSE,FALSE
LWH11,OG0004212,LWH11-1.2_002695,FALSE,FALSE
LWH11,OG0004215,LWH11-1.2_002998,FALSE,FALSE
LWH11,OG0004216,LWH11-1.2_002999,FALSE,FALSE
LWH11,OG0004446,LWH11-1.2_003257,FALSE,FALSE
LWH11,OG0004450,LWH11-1.2_004057,FALSE,FALSE
LWH11,OG0004451,LWH11-1.2_004088,FALSE,FALSE
LWH11,OG0004454,LWH11-1.2_000435,FALSE,FALSE
LWH11,OG0004455,LWH11-1.2_000452,FALSE,FALSE
LWH11,OG0004458,LWH11-1.2_000611,FALSE,FALSE
LWH11,OG0004460,LWH11-1.2_000707,FALSE,FALSE
LWH11,OG0004461,LWH11-1.2_000708,FALSE,FALSE
LWH11,OG0004463,LWH11-1.2_000982,FALSE,FALSE
LWH11,OG0004464,LWH11-1.2_001036,FALSE,FALSE
LWH11,OG0004465,LWH11-1.2_001041,FALSE,FALSE
LWH11,OG0004466,LWH11-1.2_001108,FALSE,FALSE
LWH11,OG0004467,LWH11-1.2_001172,FALSE,FALSE
LWH11,OG0004468,LWH11-1.2_001430,FALSE,FALSE
LWH11,OG0004471,LWH11-1.2_001505,FALSE,FALSE
LWH11,OG0004472,LWH11-1.2_001722,FALSE,FALSE
LWH11,OG0004473,LWH11-1.2_001727,FALSE,FALSE
LWH11,OG0004474,LWH11-1.2_001754,FALSE,FALSE
LWH11,OG0004476,LWH11-1.2_001834,FALSE,FALSE
LWH11,OG0004477,LWH11-1.2_001836,FALSE,FALSE
LWH11,OG0004479,LWH11-1.2_002342,FALSE,FALSE
LWH11,OG0004483,LWH11-1.2_002825,FALSE,FALSE
LWH11,OG0004484,LWH11-1.2_001403,FALSE,FALSE
LWH11,OG0004509,LWH11-1.2_001387,FALSE,FALSE
LWH11,OG0004515,LWH11-1.2_000710,FALSE,FALSE
LWH12,OG0000100,LWH12-1.2_001288,FALSE,FALSE
LWH12,OG0000100,LWH12-1.2_002515,FALSE,FALSE
LWH12,OG0000100,LWH12-1.2_003116,FALSE,FALSE
LWH12,OG0000108,LWH12-1.2_001510,FALSE,FALSE
LWH12,OG0000108,LWH12-1.2_003141,FALSE,FALSE
LWH12,OG0000108,LWH12-1.2_003490,FALSE,FALSE
LWH12,OG0000108,LWH12-1.2_003556,FALSE,FALSE
LWH12,OG0000173,LWH12-1.2_002129,FALSE,FALSE
LWH12,OG0000173,LWH12-1.2_002144,FALSE,FALSE
LWH12,OG0000173,LWH12-1.2_002150,FALSE,FALSE
LWH12,OG0000173,LWH12-1.2_002160,FALSE,FALSE
LWH12,OG0000197,LWH12-1.2_000819,FALSE,FALSE
LWH12,OG0000197,LWH12-1.2_002136,FALSE,FALSE
LWH12,OG0000197,LWH12-1.2_002872,FALSE,FALSE
LWH12,OG0000344,LWH12-1.2_002316,FALSE,FALSE
LWH12,OG0000359,LWH12-1.2_001493,FALSE,FALSE
LWH12,OG0000359,LWH12-1.2_002193,FALSE,FALSE
LWH12,OG0000609,LWH12-1.2_001418,FALSE,FALSE
LWH12,OG0000609,LWH12-1.2_002070,FALSE,FALSE
LWH12,OG0001122,LWH12-1.2_003058,FALSE,FALSE
LWH12,OG0001122,LWH12-1.2_003590,FALSE,FALSE
LWH12,OG0001624,LWH12-1.2_000259,FALSE,FALSE
LWH12,OG0001626,LWH12-1.2_000155,FALSE,FALSE
LWH12,OG0001681,LWH12-1.2_003410,FALSE,FALSE
LWH12,OG0001787,LWH12-1.2_002142,TRUE,FALSE
LWH12,OG0001787,LWH12-1.2_002163,TRUE,FALSE
LWH12,OG0001839,LWH12-1.2_002331,FALSE,FALSE
LWH12,OG0001860,LWH12-1.2_001215,FALSE,FALSE
LWH12,OG0001904,LWH12-1.2_000672,FALSE,FALSE
LWH12,OG0001904,LWH12-1.2_001755,FALSE,FALSE
LWH12,OG0001923,LWH12-1.2_002076,FALSE,FALSE
LWH12,OG0001961,LWH12-1.2_001255,FALSE,FALSE
LWH12,OG0001981,LWH12-1.2_002314,FALSE,FALSE
LWH12,OG0002028,LWH12-1.2_002315,FALSE,FALSE
LWH12,OG0002086,LWH12-1.2_002145,FALSE,FALSE
LWH12,OG0002086,LWH12-1.2_002166,FALSE,FALSE
LWH12,OG0002091,LWH12-1.2_002588,FALSE,FALSE
LWH12,OG0002112,LWH12-1.2_000561,FALSE,FALSE
LWH12,OG0002149,LWH12-1.2_002141,TRUE,FALSE
LWH12,OG0002149,LWH12-1.2_002159,TRUE,FALSE
LWH12,OG0002151,LWH12-1.2_002559,FALSE,FALSE
LWH12,OG0002152,LWH12-1.2_003338,FALSE,FALSE
LWH12,OG0002159,LWH12-1.2_001539,FALSE,FALSE
LWH12,OG0002173,LWH12-1.2_000641,FALSE,FALSE
LWH12,OG0002174,LWH12-1.2_000605,FALSE,FALSE
LWH12,OG0002176,LWH12-1.2_000204,FALSE,FALSE
